字頻序號,字,部首,筆畫,出現頻次,累積頻次,累積百分比
1811,敘,??,11,45,975226,96.95483250
1812,陶,阜,11,45,975271,96.95930630
1813,愉,心,12,45,975316,96.96378010
1814,慎,心,13,45,975361,96.96825391
1815,蒂,艸,13,45,975406,96.97272771
1816,塵,土,14,45,975451,96.97720151
1817,誘,言,14,45,975496,96.98167531
1818,雌,隹,14,45,975541,96.98614911
1819,糊,米,15,45,975586,96.99062291
1820,濱,水,17,45,975631,96.99509671
1821,叢,又,18,45,975676,96.99957052
1822,獸,犬,19,45,975721,97.00404432
1823,譜,言,19,45,975766,97.00851812
1824,籲,竹,32,45,975811,97.01299192
1825,奉,大,08,44,975855,97.01736630
1826,孤,子,08,44,975899,97.02174069
1827,拆,手,08,44,975943,97.02611507
1828,昌,日,08,44,975987,97.03048945
1829,泌,水,08,44,976031,97.03486384
1830,罩,网,13,44,976075,97.03923822
1831,漂,水,14,44,976119,97.04361260
1832,噴,口,15,44,976163,97.04798699
1833,慾,心,15,44,976207,97.05236137
1834,賢,貝,15,44,976251,97.05673576
1835,鋒,金,15,44,976295,97.06111014
1836,燃,火,16,44,976339,97.06548452
1837,膽,肉,17,44,976383,97.06985891
1838,欄,木,21,44,976427,97.07423329
1839,允,儿,04,43,976470,97.07850826
1840,仿,人,06,43,976513,97.08278322
1841,兆,儿,06,43,976556,97.08705819
1842,妝,女,07,43,976599,97.09133315
1843,沉,水,07,43,976642,97.09560812
1844,卓,十,08,43,976685,97.09988308
1845,彿,彳,08,43,976728,97.10415805
1846,旺,日,08,43,976771,97.10843302
1847,勃,力,09,43,976814,97.11270798
1848,珊,玉,09,43,976857,97.11698295
1849,棋,木,12,43,976900,97.12125791
1850,僑,人,14,43,976943,97.12553288
1851,罷,网,15,43,976986,97.12980785
1852,醉,酉,15,43,977029,97.13408281
1853,凝,??,16,43,977072,97.13835778
1854,膨,肉,16,43,977115,97.14263274
1855,鍾,金,17,43,977158,97.14690771
1856,獵,犬,18,43,977201,97.15118267
1857,攜,手,21,43,977244,97.15545764
1858,卷,??,08,42,977286,97.15963319
1859,拼,手,09,42,977328,97.16380874
1860,凌,??,10,42,977370,97.16798428
1861,郝,邑,10,42,977412,97.17215983
1862,疏,疋,11,42,977454,97.17633538
1863,椎,木,12,42,977496,97.18051093
1864,腔,肉,12,42,977538,97.18468648
1865,軸,車,12,42,977580,97.18886202
1866,蜂,虫,13,42,977622,97.19303757
1867,鉛,金,13,42,977664,97.19721312
1868,嘛,口,14,42,977706,97.20138867
1869,敲,??,14,42,977748,97.20556422
1870,僵,人,15,42,977790,97.20973976
1871,撥,手,15,42,977832,97.21391531
1872,褲,衣,16,42,977874,97.21809086
1873,勸,力,20,42,977916,97.22226641
1874,攤,手,22,42,977958,97.22644196
1875,朵,木,06,41,977999,97.23051809
1876,忌,心,07,41,978040,97.23459422
1877,阮,阜,07,41,978081,97.23867035
1878,坤,土,08,41,978122,97.24274648
1879,芬,艸,08,41,978163,97.24682261
1880,莎,艸,11,41,978204,97.25089874
1881,寒,??,12,41,978245,97.25497487
1882,棲,木,12,41,978286,97.25905100
1883,馳,馬,13,41,978327,97.26312713
1884,禍,示,14,41,978368,97.26720326
1885,廟,??,15,41,978409,97.27127939
1886,潑,水,15,41,978450,97.27535552
1887,聰,耳,17,41,978491,97.27943165
1888,韻,音,19,41,978532,97.28350778
1889,鬍,髟,19,41,978573,97.28758391
1890,譯,言,20,41,978614,97.29166004
1891,欠,欠,04,40,978654,97.29563675
1892,汁,水,05,40,978694,97.29961346
1893,旬,日,06,40,978734,97.30359018
1894,兌,儿,07,40,978774,97.30756689
1895,玻,玉,09,40,978814,97.31154360
1896,疫,??,09,40,978854,97.31552031
1897,茂,艸,09,40,978894,97.31949703
1898,剪,刀,11,40,978934,97.32347374
1899,錫,金,16,40,978974,97.32745045
1900,霜,雨,17,40,979014,97.33142716
1901,礦,石,20,40,979054,97.33540387
1902,轟,車,21,40,979094,97.33938059
1903,彎,弓,22,40,979134,97.34335730
1904,癮,??,22,40,979174,97.34733401
1905,襲,衣,22,40,979214,97.35131072
1906,乙,乙,01,39,979253,97.35518802
1907,勾,??,04,39,979292,97.35906531
1908,丟,一,06,39,979331,97.36294261
1909,呆,口,07,39,979370,97.36681990
1910,泳,水,08,39,979409,97.37069720
1911,耶,耳,09,39,979448,97.37457449
1912,埋,土,10,39,979487,97.37845179
1913,胱,肉,10,39,979526,97.38232908
1914,荒,艸,10,39,979565,97.38620638
1915,啦,口,11,39,979604,97.39008367
1916,欽,欠,12,39,979643,97.39396096
1917,煌,火,13,39,979682,97.39783826
1918,慰,心,15,39,979721,97.40171555
1919,璃,玉,15,39,979760,97.40559285
1920,黏,黍,17,39,979799,97.40947014
1921,糧,米,18,39,979838,97.41334744
1922,勻,??,04,38,979876,97.41712531
1923,妥,女,07,38,979914,97.42090319
1924,奔,大,08,38,979952,97.42468107
1925,柱,木,09,38,979990,97.42845894
1926,茄,艸,09,38,980028,97.43223682
1927,哭,口,10,38,980066,97.43601470
1928,宴,??,10,38,980104,97.43979257
1929,柴,木,10,38,980142,97.44357045
1930,淚,水,11,38,980180,97.44734833
1931,腸,肉,13,38,980218,97.45112620
1932,飽,食,13,38,980256,97.45490408
1933,鳴,鳥,14,38,980294,97.45868196
1934,厲,厂,15,38,980332,97.46245984
1935,蔔,艸,15,38,980370,97.46623771
1936,醇,酉,15,38,980408,97.47001559
1937,穎,禾,16,38,980446,97.47379347
1938,艱,艮,17,38,980484,97.47757134
1939,魏,鬼,18,38,980522,97.48134922
1940,襯,衣,22,38,980560,97.48512710
1941,髒,骨,23,38,980598,97.48890497
1942,鑰,金,25,38,980636,97.49268285
1943,丈,一,03,37,980673,97.49636131
1944,夕,夕,03,37,980710,97.50003977
1945,汙,水,06,37,980747,97.50371823
1946,佐,人,07,37,980784,97.50739669
1947,吻,口,07,37,980821,97.51107514
1948,抑,手,07,37,980858,97.51475360
1949,侯,人,09,37,980895,97.51843206
1950,恨,心,09,37,980932,97.52211052
1951,惟,心,11,37,980969,97.52578898
1952,梁,木,11,37,981006,97.52946744
1953,逢,??,11,37,981043,97.53314590
1954,喊,口,12,37,981080,97.53682436
1955,暑,日,12,37,981117,97.54050282
1956,裂,衣,12,37,981154,97.54418127
1957,塗,土,13,37,981191,97.54785973
1958,聘,耳,13,37,981228,97.55153819
1959,蔥,艸,15,37,981265,97.55521665
1960,曉,日,16,37,981302,97.55889511
1961,謹,言,18,37,981339,97.56257357
1962,籠,竹,22,37,981376,97.56625203
1963,饋,食,20,37,981413,97.56993049
1964,叭,口,05,36,981449,97.57350953
1965,伏,人,06,36,981485,97.57708857
1966,赤,赤,07,36,981521,97.58066761
1967,阪,阜,07,36,981557,97.58424665
1968,衍,行,09,36,981593,97.58782569
1969,巢,??,11,36,981629,97.59140473
1970,痕,??,11,36,981665,97.59498378
1971,豚,豕,11,36,981701,97.59856282
1972,喇,口,12,36,981737,97.60214186
1973,焚,火,12,36,981773,97.60572090
1974,筋,竹,12,36,981809,97.60929994
1975,罰,网,14,36,981845,97.61287898
1976,蓄,艸,14,36,981881,97.61645802
1977,酷,酉,14,36,981917,97.62003706
1978,蝦,虫,15,36,981953,97.62361610
1979,龜,龜,16,36,981989,97.62719515
1980,鴻,鳥,17,36,982025,97.63077419
1981,贊,貝,19,36,982061,97.63435323
1982,馨,香,20,36,982097,97.63793227
1983,譽,言,21,36,982133,97.64151131
1984,凸,凵,05,35,982168,97.64499093
1985,肩,肉,08,35,982203,97.64847056
1986,咳,口,09,35,982238,97.65195018
1987,津,水,09,35,982273,97.65542980
1988,范,艸,09,35,982308,97.65890943
1989,哦,口,10,35,982343,97.66238905
1990,浩,水,10,35,982378,97.66586867
1991,鬼,鬼,10,35,982413,97.66934830
1992,捲,手,11,35,982448,97.67282792
1993,廂,??,12,35,982483,97.67630754
1994,填,土,13,35,982518,97.67978717
1995,裸,衣,14,35,982553,97.68326679
1996,赫,赤,14,35,982588,97.68674641
1997,瘦,??,15,35,982623,97.69022604
1998,齒,齒,15,35,982658,97.69370566
1999,翼,羽,17,35,982693,97.69718528
2000,臂,肉,17,35,982728,97.70066491
2001,罐,缶,24,35,982763,97.70414453
2002,鬱,鬯,29,35,982798,97.70762415
2003,弗,弓,05,34,982832,97.71100436
2004,汰,水,07,34,982866,97.71438456
2005,肚,肉,07,34,982900,97.71776477
2006,姊,女,08,34,982934,97.72114498
2007,恰,心,09,34,982968,97.72452518
2008,恆,心,09,34,983002,97.72790539
2009,貢,貝,10,34,983036,97.73128559
2010,掩,手,11,34,983070,97.73466580
2011,喔,口,12,34,983104,97.73804600
2012,帽,巾,12,34,983138,97.74142621
2013,棚,木,12,34,983172,97.74480641
2014,琳,玉,12,34,983206,97.74818662
2015,稀,禾,12,34,983240,97.75156682
2016,逸,??,12,34,983274,97.75494703
2017,鼎,鼎,13,34,983308,97.75832724
2018,弊,廾,14,34,983342,97.76170744
2019,誼,言,15,34,983376,97.76508765
2020,罹,网,16,34,983410,97.76846785
2021,諧,言,16,34,983444,97.77184806
2022,燥,火,17,34,983478,97.77522826
2023,瞧,目,17,34,983512,97.77860847
2024,檯,木,18,34,983546,97.78198867
2025,鵝,鳥,18,34,983580,97.78536888
2026,仇,人,04,33,983613,97.78864967
2027,羽,羽,06,33,983646,97.79193046
2028,佩,人,08,33,983679,97.79521124
2029,姑,女,08,33,983712,97.79849203
2030,岩,山,08,33,983745,97.80177282
2031,杰,木,08,33,983778,97.80505361
2032,肺,肉,08,33,983811,97.80833439
2033,挖,手,09,33,983844,97.81161518
2034,娛,女,10,33,983877,97.81489597
2035,掀,手,11,33,983910,97.81817676
2036,頃,頁,11,33,983943,97.82145754
2037,晰,日,12,33,983976,97.82473833
2038,募,力,13,33,984009,97.82801912
2039,憤,心,15,33,984042,97.83129991
2040,潘,水,15,33,984075,97.83458070
2041,瘤,??,15,33,984108,97.83786148
2042,罵,网,15,33,984141,97.84114227
2043,濫,水,17,33,984174,97.84442306
2044,闊,門,17,33,984207,97.84770385
2045,懸,心,20,33,984240,97.85098463
2046,鑽,金,27,33,984273,97.85426542
2047,札,木,05,32,984305,97.85744679
2048,乖,??,08,32,984337,97.86062816
2049,抬,手,08,32,984369,97.86380953
2050,陌,阜,09,32,984401,97.86699090
2051,倚,人,10,32,984433,97.87017227
2052,唸,口,11,32,984465,97.87335364
2053,悠,心,11,32,984497,97.87653501
2054,涯,水,11,32,984529,97.87971638
2055,淘,水,11,32,984561,97.88289775
2056,烹,火,11,32,984593,97.88607912
2057,盒,皿,11,32,984625,97.88926049
2058,湧,水,12,32,984657,97.89244186
2059,慈,心,13,32,984689,97.89562323
2060,溢,水,13,32,984721,97.89880460
2061,睹,目,13,32,984753,97.90198597
2062,嘆,口,14,32,984785,97.90516734
2063,蒐,艸,14,32,984817,97.90834871
2064,餅,食,14,32,984849,97.91153008
2065,爵,爪,17,32,984881,97.91471145
2066,飄,風,20,32,984913,97.91789282
2067,騰,馬,20,32,984945,97.92107419
2068,灌,水,21,32,984977,97.92425556
2069,余,人,07,31,985008,97.92733751
2070,巫,工,07,31,985039,97.93041946
2071,帕,巾,08,31,985070,97.93350142
2072,芭,艸,08,31,985101,97.93658337
2073,勉,力,09,31,985132,97.93966532
2074,哀,口,09,31,985163,97.94274727
2075,拾,手,09,31,985194,97.94582922
2076,胃,肉,09,31,985225,97.94891118
2077,娘,女,10,31,985256,97.95199313
2078,浸,水,10,31,985287,97.95507508
2079,桶,木,11,31,985318,97.95815703
2080,喻,口,12,31,985349,97.96123898
2081,腕,肉,12,31,985380,97.96432094
2082,葬,艸,13,31,985411,97.96740289
2083,逾,??,13,31,985442,97.97048484
2084,漠,水,14,31,985473,97.97356679
2085,蒜,艸,14,31,985504,97.97664874
2086,遙,??,14,31,985535,97.97973070
2087,銳,金,15,31,985566,97.98281265
2088,醬,酉,18,31,985597,97.98589460
2089,驟,馬,24,31,985628,97.98897655
2090,吋,口,06,30,985658,97.99195909
2091,杉,木,07,30,985688,97.99494162
2092,沮,水,08,30,985718,97.99792416
2093,玲,玉,09,30,985748,98.00090669
2094,悟,心,10,30,985778,98.00388922
2095,桑,木,10,30,985808,98.00687176
2096,偽,人,11,30,985838,98.00985429
2097,聆,耳,11,30,985868,98.01283683
2098,喚,口,12,30,985898,98.01581936
2099,揭,手,12,30,985928,98.01880190
2100,肅,聿,12,30,985958,98.02178443
2101,殿,殳,13,30,985988,98.02476696
2102,誇,言,13,30,986018,98.02774950
2103,詮,言,13,30,986048,98.03073203
2104,賄,貝,13,30,986078,98.03371457
2105,頒,頁,13,30,986108,98.03669710
2106,漏,水,14,30,986138,98.03967964
2107,腐,肉,14,30,986168,98.04266217
2108,擅,手,16,30,986198,98.04564470
2109,諷,言,16,30,986228,98.04862724
2110,鎳,金,18,30,986258,98.05160977
2111,霧,雨,19,30,986288,98.05459231
2112,丸,??,03,29,986317,98.05747542
2113,斥,斤,05,29,986346,98.06035854
2114,沾,水,08,29,986375,98.06324166
2115,肪,肉,08,29,986404,98.06612477
2116,咬,口,09,29,986433,98.06900789
2117,娃,女,09,29,986462,98.07189101
2118,姻,女,09,29,986491,98.07477412
2119,屍,尸,09,29,986520,98.07765724
2120,脊,肉,10,29,986549,98.08054036
2121,傘,人,12,29,986578,98.08342347
2122,惱,心,12,29,986607,98.08630659
2123,揆,手,12,29,986636,98.08918971
2124,甦,生,12,29,986665,98.09207282
2125,碑,石,13,29,986694,98.09495594
2126,嫩,女,14,29,986723,98.09783905
2127,撤,手,14,29,986752,98.10072217
2128,碧,石,14,29,986781,98.10360529
2129,粹,米,14,29,986810,98.10648840
2130,綿,糸,14,29,986839,98.10937152
2131,撒,手,15,29,986868,98.11225464
2132,緝,糸,15,29,986897,98.11513775
2133,壢,土,19,29,986926,98.11802087
2134,櫻,木,21,29,986955,98.12090399
2135,囊,口,22,29,986984,98.12378710
2136,邏,??,23,29,987013,98.12667022
2137,后,口,06,28,987041,98.12945392
2138,亨,??,07,28,987069,98.13223762
2139,呀,口,07,28,987097,98.13502132
2140,廷,??,07,28,987125,98.13780501
2141,征,彳,08,28,987153,98.14058871
2142,怖,心,08,28,987181,98.14337241
2143,剎,刀,09,28,987209,98.14615611
2144,祈,示,09,28,987237,98.14893981
2145,貞,貝,09,28,987265,98.15172351
2146,埔,土,10,28,987293,98.15450721
2147,埃,土,10,28,987321,98.15729090
2148,挺,手,10,28,987349,98.16007460
2149,衷,衣,10,28,987377,98.16285830
2150,寂,??,11,28,987405,98.16564200
2151,爽,爻,11,28,987433,98.16842570
2152,煥,火,13,28,987461,98.17120940
2153,瑚,玉,13,28,987489,98.17399310
2154,墓,土,14,28,987517,98.17677680
2155,滯,水,14,28,987545,98.17956049
2156,蒸,艸,14,28,987573,98.18234419
2157,翰,羽,16,28,987601,98.18512789
2158,諮,言,16,28,987629,98.18791159
2159,矯,矢,17,28,987657,98.19069529
2160,瀏,水,18,28,987685,98.19347899
2161,纜,糸,27,28,987713,98.19626269
2162,酯,酉,13,28,987741,98.19904638
2163,劫,力,07,27,987768,98.20173067
2164,坎,土,07,27,987795,98.20441495
2165,妮,女,08,27,987822,98.20709923
2166,削,刀,09,27,987849,98.20978351
2167,倉,人,10,27,987876,98.21246779
2168,扇,戶,10,27,987903,98.21515207
2169,眠,目,10,27,987930,98.21783635
2170,捨,手,11,27,987957,98.22052063
2171,淋,水,11,27,987984,98.22320491
2172,傲,人,13,27,988011,98.22588919
2173,腺,肉,13,27,988038,98.22857347
2174,滴,水,14,27,988065,98.23125775
2175,漆,水,14,27,988092,98.23394204
2176,魂,鬼,14,27,988119,98.23662632
2177,熬,火,15,27,988146,98.23931060
2178,賦,貝,15,27,988173,98.24199488
2179,鋁,金,15,27,988200,98.24467916
2180,撼,手,16,27,988227,98.24736344
2181,薰,艸,18,27,988254,98.25004772
2182,藤,艸,19,27,988281,98.25273200
2183,辯,辛,21,27,988308,98.25541628
2184,蠻,虫,25,27,988335,98.25810056
2185,兇,儿,06,26,988361,98.26068543
2186,旨,日,06,26,988387,98.26327029
2187,玫,玉,08,26,988413,98.26585515
2188,糾,糸,08,26,988439,98.26844002
2189,舍,舌,08,26,988465,98.27102488
2190,盾,目,09,26,988491,98.27360974
2191,郊,邑,09,26,988517,98.27619460
2192,栗,木,10,26,988543,98.27877947
2193,耕,耒,10,26,988569,98.28136433
2194,崎,山,11,26,988595,98.28394919
2195,傅,人,12,26,988621,98.28653406
2196,敞,??,12,26,988647,98.28911892
2197,渴,水,12,26,988673,98.29170378
2198,翔,羽,12,26,988699,98.29428865
2199,萎,艸,12,26,988725,98.29687351
2200,躲,身,13,26,988751,98.29945837
2201,鉅,金,13,26,988777,98.30204323
2202,獄,犬,14,26,988803,98.30462810
2203,瑰,玉,14,26,988829,98.30721296
2204,銜,金,14,26,988855,98.30979782
2205,敷,??,15,26,988881,98.31238269
2206,澎,水,15,26,988907,98.31496755
2207,踐,足,15,26,988933,98.31755241
2208,墾,土,16,26,988959,98.32013728
2209,橡,木,16,26,988985,98.32272214
2210,彌,弓,17,26,989011,98.32530700
2211,轄,車,17,26,989037,98.32789187
2212,蹟,足,18,26,989063,98.33047673
2213,攀,手,19,26,989089,98.33306159
2214,轎,車,19,26,989115,98.33564645
2215,顛,頁,19,26,989141,98.33823132
2216,灑,水,22,26,989167,98.34081618
2217,菇,艸,12,26,989193,98.34340104
2218,臣,臣,06,25,989218,98.34588649
2219,屈,尸,08,25,989243,98.34837193
2220,岡,山,08,25,989268,98.35085738
2221,拚,手,08,25,989293,98.35334282
2222,盲,目,08,25,989318,98.35582827
2223,帥,巾,09,25,989343,98.35831371
2224,缸,缶,09,25,989368,98.36079916
2225,茅,艸,09,25,989393,98.36328461
2226,衫,衣,09,25,989418,98.36577005
2227,郁,邑,09,25,989443,98.36825550
2228,梭,木,11,25,989468,98.37074094
2229,逝,??,11,25,989493,98.37322639
2230,逛,??,11,25,989518,98.37571183
2231,陵,阜,11,25,989543,98.37819728
2232,窟,穴,13,25,989568,98.38068272
2233,鈴,金,13,25,989593,98.38316817
2234,瘋,??,14,25,989618,98.38565361
2235,箭,竹,15,25,989643,98.38813906
2236,羯,羊,15,25,989668,98.39062450
2237,躺,身,15,25,989693,98.39310995
2238,糟,米,17,25,989718,98.39559539
2239,黛,黑,17,25,989743,98.39808084
2240,瀕,水,19,25,989768,98.40056628
2241,爛,火,21,25,989793,98.40305173
2242,(曬),日,23,25,989818,98.40553717
2243,竊,穴,23,25,989843,98.40802262
2244,攬,手,24,25,989868,98.41050806
2245,斗,斗,04,24,989892,98.41289409
2246,劣,力,06,24,989916,98.41528012
2247,舌,舌,06,24,989940,98.41766615
2248,吵,口,07,24,989964,98.42005217
2249,沐,水,07,24,989988,98.42243820
2250,肖,肉,07,24,990012,98.42482423
2251,叔,又,08,24,990036,98.42721026
2252,宙,??,08,24,990060,98.42959628
2253,卿,??,10,24,990084,98.43198231
2254,恭,心,10,24,990108,98.43436834
2255,拳,手,10,24,990132,98.43675437
2256,戚,戈,11,24,990156,98.43914039
2257,斜,斗,11,24,990180,98.44152642
2258,訝,言,11,24,990204,98.44391245
2259,寓,??,12,24,990228,98.44629848
2260,雇,隹,12,24,990252,98.44868450
2261,煉,火,13,24,990276,98.45107053
2262,碗,石,13,24,990300,98.45345656
2263,撫,手,15,24,990324,98.45584259
2264,潰,水,15,24,990348,98.45822861
2265,蔣,艸,15,24,990372,98.46061464
2266,蓬,艸,15,24,990396,98.46300067
2267,憾,心,16,24,990420,98.46538670
2268,艙,舟,16,24,990444,98.46777272
2269,蕩,艸,16,24,990468,98.47015875
2270,遵,??,16,24,990492,98.47254478
2271,縫,糸,17,24,990516,98.47493081
2272,蕾,艸,17,24,990540,98.47731683
2273,謎,言,17,24,990564,98.47970286
2274,繫,糸,19,24,990588,98.48208889
2275,疊,田,22,24,990612,98.48447491
2276,鑄,金,22,24,990636,98.48686094
2277,釀,酉,24,24,990660,98.48924697
2278,牢,牛,07,23,990683,98.49153358
2279,迄,??,07,23,990706,98.49382019
2280,昔,日,08,23,990729,98.49610680
2281,歧,止,08,23,990752,98.49839341
2282,姚,女,09,23,990775,98.50068002
2283,牲,牛,09,23,990798,98.50296663
2284,盼,目,09,23,990821,98.50525324
2285,倘,人,10,23,990844,98.50753985
2286,剖,刀,10,23,990867,98.50982646
2287,窄,穴,10,23,990890,98.51211307
2288,崩,山,11,23,990913,98.51439968
2289,崗,山,11,23,990936,98.51668629
2290,貶,貝,12,23,990959,98.51897289
2291,鈕,金,12,23,990982,98.52125950
2292,慌,心,13,23,991005,98.52354611
2293,爺,父,13,23,991028,98.52583272
2294,羨,羊,13,23,991051,98.52811933
2295,寡,??,14,23,991074,98.53040594
2296,寮,??,15,23,991097,98.53269255
2297,撕,手,15,23,991120,98.53497916
2298,(樑),木,15,23,991143,98.53726577
2299,澄,水,15,23,991166,98.53955238
2300,遮,??,15,23,991189,98.54183899
2301,曆,日,16,23,991212,98.54412560
2302,嚐,口,17,23,991235,98.54641221
2303,瞬,目,17,23,991258,98.54869882
2304,疆,田,19,23,991281,98.55098543
2305,藩,艸,19,23,991304,98.55327204
2306,齣,齒,20,23,991327,98.55555865
2307,纏,糸,21,23,991350,98.55784526
2308,闢,門,21,23,991373,98.56013187
2309,矚,目,26,23,991396,98.56241848
2310,勿,??,04,22,991418,98.56460567
2311,奴,女,05,22,991440,98.56679286
