單字	序號	部首	筆劃	頻次	頻率	累積頻次	累積頻率	見檔次	見檔率
鵲	3579		19	3	0.0004531%	660665	99.78%	2	0.61%
麟	3580		23	3	0.0004531%	660668	99.78%	1	0.31%
黝	3581		17	3	0.0004531%	660671	99.78%	2	0.61%
乞	3582		3	2	0.0003021%	660673	99.78%	2	0.61%
亢	3583		4	2	0.0003021%	660675	99.78%	2	0.61%
亥	3584		6	2	0.0003021%	660677	99.78%	2	0.61%
仄	3585		4	2	0.0003021%	660679	99.78%	2	0.61%
佇	3586		7	2	0.0003021%	660681	99.78%	2	0.61%
佞	3587		7	2	0.0003021%	660683	99.78%	2	0.61%
佣	3588		7	2	0.0003021%	660685	99.78%	2	0.61%
侖	3589		8	2	0.0003021%	660687	99.78%	2	0.61%
俞	3590		9	2	0.0003021%	660689	99.78%	2	0.61%
倭	3591		10	2	0.0003021%	660691	99.78%	1	0.31%
僳	3592		14	2	0.0003021%	660693	99.78%	1	0.31%
冉	3593		5	2	0.0003021%	660695	99.78%	1	0.31%
冼	3594		8	2	0.0003021%	660697	99.78%	1	0.31%
凋	3595		10	2	0.0003021%	660699	99.78%	2	0.61%
几	3596		2	2	0.0003021%	660701	99.78%	2	0.61%
刃	3597		3	2	0.0003021%	660703	99.78%	2	0.61%
刪	3598		7	2	0.0003021%	660705	99.78%	2	0.61%
券	3599		8	2	0.0003021%	660707	99.78%	2	0.61%
劊	3600		15	2	0.0003021%	660709	99.78%	2	0.61%
劭	3601		7	2	0.0003021%	660711	99.79%	1	0.31%
勰	3602		15	2	0.0003021%	660713	99.79%	1	0.31%
匾	3603		11	2	0.0003021%	660715	99.79%	1	0.31%
占	3604		5	2	0.0003021%	660717	99.79%	2	0.61%
厩	3605		11	2	0.0003021%	660719	99.79%	1	0.31%
吋	3606		6	2	0.0003021%	660721	99.79%	2	0.61%
吠	3607		7	2	0.0003021%	660723	99.79%	2	0.61%
哇	3608		9	2	0.0003021%	660725	99.79%	2	0.61%
咯	3609		9	2	0.0003021%	660727	99.79%	1	0.31%
唷	3610		10	2	0.0003021%	660729	99.79%	1	0.31%
唏	3611		10	2	0.0003021%	660731	99.79%	1	0.31%
啄	3612		11	2	0.0003021%	660733	99.79%	2	0.61%
唬	3613		11	2	0.0003021%	660735	99.79%	2	0.61%
喔	3614		12	2	0.0003021%	660737	99.79%	2	0.61%
𠺝	3615		13	2	0.0003021%	660739	99.79%	1	0.31%
嘟	3616		13	2	0.0003021%	660741	99.79%	1	0.31%
嗐	3617		13	2	0.0003021%	660743	99.79%	1	0.31%
嗔	3618		13	2	0.0003021%	660745	99.79%	2	0.61%
嗒	3619		13	2	0.0003021%	660747	99.79%	1	0.31%
嘍	3620		14	2	0.0003021%	660749	99.79%	1	0.31%
嘎	3621		14	2	0.0003021%	660751	99.79%	2	0.61%
嘹	3622		15	2	0.0003021%	660753	99.79%	2	0.61%
噘	3623		15	2	0.0003021%	660755	99.79%	1	0.31%
噙	3624		16	2	0.0003021%	660757	99.79%	2	0.61%
噥	3625		16	2	0.0003021%	660759	99.79%	1	0.31%
噯	3626		16	2	0.0003021%	660761	99.79%	2	0.61%
噬	3627		16	2	0.0003021%	660763	99.79%	2	0.61%
噶	3628		16	2	0.0003021%	660765	99.79%	1	0.31%
噠	3629		16	2	0.0003021%	660767	99.79%	2	0.61%
嚎	3630		17	2	0.0003021%	660769	99.79%	2	0.61%
嚐	3631		17	2	0.0003021%	660771	99.79%	2	0.61%
坯	3632		8	2	0.0003021%	660773	99.79%	2	0.61%
坳	3633		8	2	0.0003021%	660775	99.79%	1	0.31%
垢	3634		9	2	0.0003021%	660777	99.80%	2	0.61%
埂	3635		10	2	0.0003021%	660779	99.80%	2	0.61%
埸	3636		11	2	0.0003021%	660781	99.80%	2	0.61%
埡	3637		11	2	0.0003021%	660783	99.80%	1	0.31%
塍	3638		13	2	0.0003021%	660785	99.80%	2	0.61%
塾	3639		14	2	0.0003021%	660787	99.80%	2	0.61%
墅	3640		14	2	0.0003021%	660789	99.80%	2	0.61%
壙	3641		18	2	0.0003021%	660791	99.80%	2	0.61%
壺	3642		12	2	0.0003021%	660793	99.80%	2	0.61%
夷	3643		6	2	0.0003021%	660795	99.80%	1	0.31%
奄	3644		8	2	0.0003021%	660797	99.80%	1	0.31%
妝	3645		7	2	0.0003021%	660799	99.80%	1	0.31%
妺	3646		8	2	0.0003021%	660801	99.80%	1	0.31%
姬	3647		10	2	0.0003021%	660803	99.80%	2	0.61%
娶	3648		11	2	0.0003021%	660805	99.80%	2	0.61%
媲	3649		13	2	0.0003021%	660807	99.80%	2	0.61%
嫻	3650		15	2	0.0003021%	660809	99.80%	1	0.31%
嫵	3651		15	2	0.0003021%	660811	99.80%	2	0.61%
嬴	3652		16	2	0.0003021%	660813	99.80%	1	0.31%
孑	3653		3	2	0.0003021%	660815	99.80%	1	0.31%
孜	3654		7	2	0.0003021%	660817	99.80%	1	0.31%
孚	3655		7	2	0.0003021%	660819	99.80%	2	0.61%
孺	3656		17	2	0.0003021%	660821	99.80%	1	0.31%
孽	3657		20	2	0.0003021%	660823	99.80%	1	0.31%
寐	3658		12	2	0.0003021%	660825	99.80%	2	0.61%
岷	3659		8	2	0.0003021%	660827	99.80%	1	0.31%
崚	3660		11	2	0.0003021%	660829	99.80%	2	0.61%
嵐	3661		12	2	0.0003021%	660831	99.80%	1	0.31%
帙	3662		8	2	0.0003021%	660833	99.80%	2	0.61%
幀	3663		12	2	0.0003021%	660835	99.80%	1	0.31%
幌	3664		13	2	0.0003021%	660837	99.80%	2	0.61%
幔	3665		14	2	0.0003021%	660839	99.80%	2	0.61%
庶	3666		11	2	0.0003021%	660841	99.80%	2	0.61%
弛	3667		6	2	0.0003021%	660843	99.81%	2	0.61%
弧	3668		8	2	0.0003021%	660845	99.81%	2	0.61%
彝	3669		18	2	0.0003021%	660847	99.81%	2	0.61%
彬	3670		11	2	0.0003021%	660849	99.81%	1	0.31%
徘	3671		11	2	0.0003021%	660851	99.81%	2	0.61%
忸	3672		7	2	0.0003021%	660853	99.81%	2	0.61%
忿	3673		8	2	0.0003021%	660855	99.81%	1	0.31%
怩	3674		8	2	0.0003021%	660857	99.81%	2	0.61%
怦	3675		8	2	0.0003021%	660859	99.81%	1	0.31%
怠	3676		9	2	0.0003021%	660861	99.81%	2	0.61%
恬	3677		9	2	0.0003021%	660863	99.81%	2	0.61%
恿	3678		11	2	0.0003021%	660865	99.81%	2	0.61%
悴	3679		11	2	0.0003021%	660867	99.81%	2	0.61%
悻	3680		11	2	0.0003021%	660869	99.81%	1	0.31%
悰	3681		11	2	0.0003021%	660871	99.81%	1	0.31%
惊	3682		11	2	0.0003021%	660873	99.81%	1	0.31%
惰	3683		12	2	0.0003021%	660875	99.81%	2	0.61%
惴	3684		12	2	0.0003021%	660877	99.81%	1	0.31%
慄	3685		13	2	0.0003021%	660879	99.81%	2	0.61%
憧	3686		15	2	0.0003021%	660881	99.81%	2	0.61%
憫	3687		15	2	0.0003021%	660883	99.81%	2	0.61%
憬	3688		15	2	0.0003021%	660885	99.81%	2	0.61%
憚	3689		15	2	0.0003021%	660887	99.81%	2	0.61%
懮	3690		18	2	0.0003021%	660889	99.81%	1	0.31%
懾	3691		21	2	0.0003021%	660891	99.81%	2	0.61%
戇	3692		28	2	0.0003021%	660893	99.81%	2	0.61%
戊	3693		5	2	0.0003021%	660895	99.81%	2	0.61%
戟	3694		12	2	0.0003021%	660897	99.81%	2	0.61%
扈	3695		11	2	0.0003021%	660899	99.81%	2	0.61%
扉	3696		12	2	0.0003021%	660901	99.81%	2	0.61%
拄	3697		8	2	0.0003021%	660903	99.81%	2	0.61%
拈	3698		8	2	0.0003021%	660905	99.81%	2	0.61%
拗	3699		8	2	0.0003021%	660907	99.81%	2	0.61%
捌	3700		10	2	0.0003021%	660909	99.81%	1	0.31%
捋	3701		10	2	0.0003021%	660911	99.82%	2	0.61%
掄	3702		11	2	0.0003021%	660913	99.82%	2	0.61%
据	3703		11	2	0.0003021%	660915	99.82%	2	0.61%
掮	3704		11	2	0.0003021%	660917	99.82%	1	0.31%
揣	3705		12	2	0.0003021%	660919	99.82%	2	0.61%
揖	3706		12	2	0.0003021%	660921	99.82%	2	0.61%
搔	3707		13	2	0.0003021%	660923	99.82%	1	0.31%
搐	3708		13	2	0.0003021%	660925	99.82%	1	0.31%
摺	3709		14	2	0.0003021%	660927	99.82%	1	0.31%
摭	3710		14	2	0.0003021%	660929	99.82%	1	0.31%
撂	3711		14	2	0.0003021%	660931	99.82%	2	0.61%
撘	3712		15	2	0.0003021%	660933	99.82%	2	0.61%
㩗	3713		16	2	0.0003021%	660935	99.82%	2	0.61%
撻	3714		16	2	0.0003021%	660937	99.82%	2	0.61%
擄	3715		16	2	0.0003021%	660939	99.82%	2	0.61%
擂	3716		16	2	0.0003021%	660941	99.82%	2	0.61%
擒	3717		16	2	0.0003021%	660943	99.82%	2	0.61%
攆	3718		18	2	0.0003021%	660945	99.82%	2	0.61%
斟	3719		13	2	0.0003021%	660947	99.82%	2	0.61%
晾	3720		12	2	0.0003021%	660949	99.82%	2	0.61%
晻	3721		12	2	0.0003021%	660951	99.82%	1	0.31%
暉	3722		13	2	0.0003021%	660953	99.82%	2	0.61%
暄	3723		13	2	0.0003021%	660955	99.82%	2	0.61%
暹	3724		16	2	0.0003021%	660957	99.82%	2	0.61%
曦	3725		20	2	0.0003021%	660959	99.82%	2	0.61%
朿	3726		6	2	0.0003021%	660961	99.82%	2	0.61%
桉	3727		10	2	0.0003021%	660963	99.82%	2	0.61%
楠	3728		13	2	0.0003021%	660965	99.82%	2	0.61%
楞	3729		13	2	0.0003021%	660967	99.82%	2	0.61%
楹	3730		13	2	0.0003021%	660969	99.82%	2	0.61%
榆	3731		13	2	0.0003021%	660971	99.82%	2	0.61%
椿	3732		13	2	0.0003021%	660973	99.82%	2	0.61%
楂	3733		13	2	0.0003021%	660975	99.82%	2	0.61%
槁	3734		14	2	0.0003021%	660977	99.83%	2	0.61%
榭	3735		14	2	0.0003021%	660979	99.83%	2	0.61%
榞	3736		14	2	0.0003021%	660981	99.83%	1	0.31%
樟	3737		15	2	0.0003021%	660983	99.83%	2	0.61%
橢	3738		16	2	0.0003021%	660985	99.83%	2	0.61%
檔	3739		17	2	0.0003021%	660987	99.83%	2	0.61%
檻	3740		18	2	0.0003021%	660989	99.83%	2	0.61%
櫥	3741		19	2	0.0003021%	660991	99.83%	2	0.61%
歹	3742		4	2	0.0003021%	660993	99.83%	2	0.61%
殃	3743		9	2	0.0003021%	660995	99.83%	2	0.61%
殉	3744		10	2	0.0003021%	660997	99.83%	1	0.31%
殮	3745		17	2	0.0003021%	660999	99.83%	2	0.61%
殯	3746		18	2	0.0003021%	661001	99.83%	1	0.31%
毆	3747		15	2	0.0003021%	661003	99.83%	2	0.61%
氦	3748		10	2	0.0003021%	661005	99.83%	2	0.61%
汝	3749		6	2	0.0003021%	661007	99.83%	1	0.31%
沐	3750		7	2	0.0003021%	661009	99.83%	2	0.61%
汨	3751		7	2	0.0003021%	661011	99.83%	1	0.31%
汾	3752		7	2	0.0003021%	661013	99.83%	2	0.61%
汴	3753		7	2	0.0003021%	661015	99.83%	1	0.31%
汩	3754		7	2	0.0003021%	661017	99.83%	1	0.31%
泓	3755		8	2	0.0003021%	661019	99.83%	2	0.61%
沓	3756		8	2	0.0003021%	661021	99.83%	1	0.31%
涕	3757		10	2	0.0003021%	661023	99.83%	2	0.61%
涇	3758		10	2	0.0003021%	661025	99.83%	2	0.61%
涓	3759		10	2	0.0003021%	661027	99.83%	1	0.31%
浚	3760		10	2	0.0003021%	661029	99.83%	2	0.61%
湘	3761		12	2	0.0003021%	661031	99.83%	2	0.61%
渭	3762		12	2	0.0003021%	661033	99.83%	2	0.61%
渝	3763		12	2	0.0003021%	661035	99.83%	2	0.61%
渙	3764		12	2	0.0003021%	661037	99.83%	2	0.61%
漬	3765		14	2	0.0003021%	661039	99.83%	2	0.61%
漉	3766		14	2	0.0003021%	661041	99.83%	1	0.31%
滕	3767		15	2	0.0003021%	661043	99.84%	2	0.61%
潾	3768		15	2	0.0003021%	661045	99.84%	1	0.31%
濾	3769		18	2	0.0003021%	661047	99.84%	2	0.61%
瀆	3770		18	2	0.0003021%	661049	99.84%	2	0.61%
瀨	3771		19	2	0.0003021%	661051	99.84%	1	0.31%
瀚	3772		19	2	0.0003021%	661053	99.84%	2	0.61%
炫	3773		9	2	0.0003021%	661055	99.84%	2	0.61%
焊	3774		11	2	0.0003021%	661057	99.84%	2	0.61%
烴	3775		11	2	0.0003021%	661059	99.84%	2	0.61%
熨	3776		15	2	0.0003021%	661061	99.84%	1	0.31%
燉	3777		16	2	0.0003021%	661063	99.84%	2	0.61%
熹	3778		16	2	0.0003021%	661065	99.84%	2	0.61%
燼	3779		18	2	0.0003021%	661067	99.84%	2	0.61%
爵	3780		17	2	0.0003021%	661069	99.84%	2	0.61%
爿	3781		4	2	0.0003021%	661071	99.84%	1	0.31%
猥	3782		12	2	0.0003021%	661073	99.84%	1	0.31%
珊	3783		9	2	0.0003021%	661075	99.84%	2	0.61%
玲	3784		9	2	0.0003021%	661077	99.84%	2	0.61%
琉	3785		10	2	0.0003021%	661079	99.84%	2	0.61%
珞	3786		10	2	0.0003021%	661081	99.84%	2	0.61%
珙	3787		10	2	0.0003021%	661083	99.84%	1	0.31%
琳	3788		12	2	0.0003021%	661085	99.84%	2	0.61%
琤	3789		12	2	0.0003021%	661087	99.84%	1	0.31%
瑚	3790		13	2	0.0003021%	661089	99.84%	2	0.61%
瑟	3791		13	2	0.0003021%	661091	99.84%	2	0.61%
畸	3792		13	2	0.0003021%	661093	99.84%	2	0.61%
疚	3793		8	2	0.0003021%	661095	99.84%	2	0.61%
疽	3794		10	2	0.0003021%	661097	99.84%	1	0.31%
痢	3795		12	2	0.0003021%	661099	99.84%	2	0.61%
瘁	3796		13	2	0.0003021%	661101	99.84%	2	0.61%
痺	3797		13	2	0.0003021%	661103	99.84%	2	0.61%
瘠	3798		15	2	0.0003021%	661105	99.84%	2	0.61%
瘤	3799		15	2	0.0003021%	661107	99.84%	1	0.31%
瘸	3800		16	2	0.0003021%	661109	99.85%	2	0.61%
癖	3801		18	2	0.0003021%	661111	99.85%	1	0.31%
癮	3802		22	2	0.0003021%	661113	99.85%	2	0.61%
皎	3803		11	2	0.0003021%	661115	99.85%	2	0.61%
皖	3804		12	2	0.0003021%	661117	99.85%	2	0.61%
盎	3805		10	2	0.0003021%	661119	99.85%	2	0.61%
盱	3806		8	2	0.0003021%	661121	99.85%	1	0.31%
眈	3807		9	2	0.0003021%	661123	99.85%	1	0.31%
眩	3808		10	2	0.0003021%	661125	99.85%	2	0.61%
睫	3809		13	2	0.0003021%	661127	99.85%	2	0.61%
睦	3810		13	2	0.0003021%	661129	99.85%	2	0.61%
睿	3811		14	2	0.0003021%	661131	99.85%	2	0.61%
瞌	3812		15	2	0.0003021%	661133	99.85%	2	0.61%
瞟	3813		16	2	0.0003021%	661135	99.85%	2	0.61%
矬	3814		12	2	0.0003021%	661137	99.85%	1	0.31%
矽	3815		8	2	0.0003021%	661139	99.85%	2	0.61%
砵	3816		10	2	0.0003021%	661141	99.85%	1	0.31%
硯	3817		12	2	0.0003021%	661143	99.85%	1	0.31%
碇	3818		13	2	0.0003021%	661145	99.85%	1	0.31%
磯	3819		17	2	0.0003021%	661147	99.85%	2	0.61%
祟	3820		10	2	0.0003021%	661149	99.85%	1	0.31%
祿	3821		12	2	0.0003021%	661151	99.85%	2	0.61%
禦	3822		16	2	0.0003021%	661153	99.85%	2	0.61%
秉	3823		8	2	0.0003021%	661155	99.85%	2	0.61%
稞	3824		13	2	0.0003021%	661157	99.85%	2	0.61%
稽	3825		15	2	0.0003021%	661159	99.85%	2	0.61%
穡	3826		18	2	0.0003021%	661161	99.85%	1	0.31%
窒	3827		11	2	0.0003021%	661163	99.85%	2	0.61%
窸	3828		16	2	0.0003021%	661165	99.85%	1	0.31%
竅	3829		18	2	0.0003021%	661167	99.85%	2	0.61%
笠	3830		11	2	0.0003021%	661169	99.85%	2	0.61%
筏	3831		12	2	0.0003021%	661171	99.85%	2	0.61%
箏	3832		14	2	0.0003021%	661173	99.85%	2	0.61%
箍	3833		14	2	0.0003021%	661175	99.86%	2	0.61%
篾	3834		17	2	0.0003021%	661177	99.86%	2	0.61%
簌	3835		17	2	0.0003021%	661179	99.86%	1	0.31%
糕	3836		16	2	0.0003021%	661181	99.86%	2	0.61%
糙	3837		17	2	0.0003021%	661183	99.86%	1	0.31%
絆	3838		11	2	0.0003021%	661185	99.86%	2	0.61%
紵	3839		11	2	0.0003021%	661187	99.86%	1	0.31%
綸	3840		14	2	0.0003021%	661189	99.86%	2	0.61%
綷	3841		14	2	0.0003021%	661191	99.86%	2	0.61%
緞	3842		15	2	0.0003021%	661193	99.86%	2	0.61%
纍	3843		21	2	0.0003021%	661195	99.86%	1	0.31%
罈	3844		18	2	0.0003021%	661197	99.86%	1	0.31%
羔	3845		10	2	0.0003021%	661199	99.86%	2	0.61%
羨	3846		13	2	0.0003021%	661201	99.86%	2	0.61%
羲	3847		16	2	0.0003021%	661203	99.86%	2	0.61%
翱	3848		16	2	0.0003021%	661205	99.86%	2	0.61%
翳	3849		17	2	0.0003021%	661207	99.86%	1	0.31%
耙	3850		10	2	0.0003021%	661209	99.86%	2	0.61%
肇	3851		14	2	0.0003021%	661211	99.86%	2	0.61%
肪	3852		8	2	0.0003021%	661213	99.86%	2	0.61%
脛	3853		11	2	0.0003021%	661215	99.86%	2	0.61%
腑	3854		12	2	0.0003021%	661217	99.86%	2	0.61%
腎	3855		12	2	0.0003021%	661219	99.86%	2	0.61%
腌	3856		12	2	0.0003021%	661221	99.86%	2	0.61%
腮	3857		13	2	0.0003021%	661223	99.86%	2	0.61%
腫	3858		13	2	0.0003021%	661225	99.86%	2	0.61%
膳	3859		16	2	0.0003021%	661227	99.86%	2	0.61%
膿	3860		17	2	0.0003021%	661229	99.86%	2	0.61%
臼	3861		6	2	0.0003021%	661231	99.86%	2	0.61%
舖	3862		15	2	0.0003021%	661233	99.86%	2	0.61%
舢	3863		9	2	0.0003021%	661235	99.86%	2	0.61%
苖	3864		9	2	0.0003021%	661237	99.86%	2	0.61%
茵	3865		10	2	0.0003021%	661239	99.86%	2	0.61%
茱	3866		10	2	0.0003021%	661241	99.87%	1	0.31%
茭	3867		10	2	0.0003021%	661243	99.87%	2	0.61%
莎	3868		11	2	0.0003021%	661245	99.87%	2	0.61%
莢	3869		11	2	0.0003021%	661247	99.87%	1	0.31%
莠	3870		11	2	0.0003021%	661249	99.87%	2	0.61%
荼	3871		11	2	0.0003021%	661251	99.87%	2	0.61%
萃	3872		12	2	0.0003021%	661253	99.87%	2	0.61%
菽	3873		12	2	0.0003021%	661255	99.87%	2	0.61%
葛	3874		13	2	0.0003021%	661257	99.87%	2	0.61%
蒿	3875		14	2	0.0003021%	661259	99.87%	2	0.61%
蓓	3876		14	2	0.0003021%	661261	99.87%	1	0.31%
蕪	3877		16	2	0.0003021%	661263	99.87%	2	0.61%
薇	3878		17	2	0.0003021%	661265	99.87%	2	0.61%
薅	3879		17	2	0.0003021%	661267	99.87%	1	0.31%
虞	3880		13	2	0.0003021%	661269	99.87%	2	0.61%
虬	3881		7	2	0.0003021%	661271	99.87%	1	0.31%
蚰	3882		11	2	0.0003021%	661273	99.87%	1	0.31%
蛔	3883		12	2	0.0003021%	661275	99.87%	1	0.31%
蛐	3884		12	2	0.0003021%	661277	99.87%	1	0.31%
蛞	3885		12	2	0.0003021%	661279	99.87%	1	0.31%
蜓	3886		13	2	0.0003021%	661281	99.87%	2	0.61%
蛻	3887		13	2	0.0003021%	661283	99.87%	2	0.61%
蜘	3888		14	2	0.0003021%	661285	99.87%	2	0.61%
蜡	3889		14	2	0.0003021%	661287	99.87%	1	0.31%
蝸	3890		15	2	0.0003021%	661289	99.87%	2	0.61%
蝓	3891		15	2	0.0003021%	661291	99.87%	1	0.31%
蟈	3892		17	2	0.0003021%	661293	99.87%	1	0.31%
蟄	3893		17	2	0.0003021%	661295	99.87%	1	0.31%
蟹	3894		19	2	0.0003021%	661297	99.87%	2	0.61%
蠢	3895		21	2	0.0003021%	661299	99.87%	2	0.61%
袈	3896		11	2	0.0003021%	661301	99.87%	2	0.61%
裟	3897		13	2	0.0003021%	661303	99.87%	2	0.61%
褚	3898		13	2	0.0003021%	661305	99.87%	2	0.61%
裱	3899		13	2	0.0003021%	661307	99.88%	1	0.31%
褒	3900		15	2	0.0003021%	661309	99.88%	2	0.61%
褶	3901		16	2	0.0003021%	661311	99.88%	2	0.61%
褻	3902		17	2	0.0003021%	661313	99.88%	2	0.61%
覓	3903		11	2	0.0003021%	661315	99.88%	2	0.61%
覷	3904		19	2	0.0003021%	661317	99.88%	2	0.61%
訇	3905		9	2	0.0003021%	661319	99.88%	1	0.31%
訕	3906		10	2	0.0003021%	661321	99.88%	2	0.61%
訣	3907		11	2	0.0003021%	661323	99.88%	1	0.31%
訥	3908		11	2	0.0003021%	661325	99.88%	1	0.31%
訛	3909		11	2	0.0003021%	661327	99.88%	2	0.61%
詁	3910		12	2	0.0003021%	661329	99.88%	1	0.31%
詛	3911		12	2	0.0003021%	661331	99.88%	2	0.61%
詣	3912		13	2	0.0003021%	661333	99.88%	2	0.61%
誡	3913		14	2	0.0003021%	661335	99.88%	2	0.61%
諏	3914		15	2	0.0003021%	661337	99.88%	1	0.31%
諤	3915		16	2	0.0003021%	661339	99.88%	1	0.31%
謊	3916		17	2	0.0003021%	661341	99.88%	2	0.61%
謐	3917		17	2	0.0003021%	661343	99.88%	1	0.31%
譏	3918		19	2	0.0003021%	661345	99.88%	2	0.61%
豌	3919		15	2	0.0003021%	661347	99.88%	2	0.61%
豚	3920		11	2	0.0003021%	661349	99.88%	2	0.61%
贅	3921		18	2	0.0003021%	661351	99.88%	2	0.61%
趐	3922		13	2	0.0003021%	661353	99.88%	1	0.31%
跏	3923		12	2	0.0003021%	661355	99.88%	1	0.31%
跤	3924		13	2	0.0003021%	661357	99.88%	2	0.61%
踉	3925		14	2	0.0003021%	661359	99.88%	1	0.31%
踄	3926		14	2	0.0003021%	661361	99.88%	2	0.61%
踟	3927		15	2	0.0003021%	661363	99.88%	1	0.31%
踮	3928		15	2	0.0003021%	661365	99.88%	2	0.61%
踱	3929		16	2	0.0003021%	661367	99.88%	2	0.61%
蹋	3930		17	2	0.0003021%	661369	99.88%	2	0.61%
蹌	3931		17	2	0.0003021%	661371	99.88%	1	0.31%
躂	3932		20	2	0.0003021%	661373	99.89%	1	0.31%
躕	3933		22	2	0.0003021%	661375	99.89%	1	0.31%
躡	3934		25	2	0.0003021%	661377	99.89%	1	0.31%
躪	3935		27	2	0.0003021%	661379	99.89%	2	0.61%
軒	3936		10	2	0.0003021%	661381	99.89%	2	0.61%
轆	3937		18	2	0.0003021%	661383	99.89%	1	0.31%
迢	3938		8	2	0.0003021%	661385	99.89%	1	0.31%
遁	3939		12	2	0.0003021%	661387	99.89%	2	0.61%
遨	3940		14	2	0.0003021%	661389	99.89%	2	0.61%
遽	3941		16	2	0.0003021%	661391	99.89%	2	0.61%
邠	3942		6	2	0.0003021%	661393	99.89%	1	0.31%
郝	3943		9	2	0.0003021%	661395	99.89%	2	0.61%
鄂	3944		11	2	0.0003021%	661397	99.89%	1	0.31%
酥	3945		12	2	0.0003021%	661399	99.89%	1	0.31%
酮	3946		13	2	0.0003021%	661401	99.89%	1	0.31%
鈷	3947		13	2	0.0003021%	661403	99.89%	2	0.61%
銜	3948		14	2	0.0003021%	661405	99.89%	2	0.61%
銹	3949		15	2	0.0003021%	661407	99.89%	2	0.61%
鍚	3950		17	2	0.0003021%	661409	99.89%	1	0.31%
鐸	3951		21	2	0.0003021%	661411	99.89%	2	0.61%
閶	3952		16	2	0.0003021%	661413	99.89%	1	0.31%
阡	3953		5	2	0.0003021%	661415	99.89%	2	0.61%
陂	3954		7	2	0.0003021%	661417	99.89%	2	0.61%
陲	3955		11	2	0.0003021%	661419	99.89%	2	0.61%
隕	3956		12	2	0.0003021%	661421	99.89%	1	0.31%
霾	3957		22	2	0.0003021%	661423	99.89%	2	0.61%
靂	3958		24	2	0.0003021%	661425	99.89%	1	0.31%
顗	3959		19	2	0.0003021%	661427	99.89%	2	0.61%
顥	3960		21	2	0.0003021%	661429	99.89%	1	0.31%
餾	3961		18	2	0.0003021%	661431	99.89%	1	0.31%
馥	3962		18	2	0.0003021%	661433	99.89%	2	0.61%
馭	3963		12	2	0.0003021%	661435	99.89%	2	0.61%
騁	3964		17	2	0.0003021%	661437	99.89%	2	0.61%
骯	3965		14	2	0.0003021%	661439	99.90%	2	0.61%
髦	3966		14	2	0.0003021%	661441	99.90%	2	0.61%
髻	3967		16	2	0.0003021%	661443	99.90%	2	0.61%
髭	3968		16	2	0.0003021%	661445	99.90%	1	0.31%
髹	3969		16	2	0.0003021%	661447	99.90%	2	0.61%
鬮	3970		26	2	0.0003021%	661449	99.90%	1	0.31%
鮭	3971		17	2	0.0003021%	661451	99.90%	1	0.31%
鯊	3972		18	2	0.0003021%	661453	99.90%	2	0.61%
鰵	3973		22	2	0.0003021%	661455	99.90%	1	0.31%
鰱	3974		22	2	0.0003021%	661457	99.90%	1	0.31%
鳧	3975		13	2	0.0003021%	661459	99.90%	1	0.31%
鷺	3976		24	2	0.0003021%	661461	99.90%	2	0.61%
鸚	3977		28	2	0.0003021%	661463	99.90%	2	0.61%
麝	3978		21	2	0.0003021%	661465	99.90%	2	0.61%
黍	3979		12	2	0.0003021%	661467	99.90%	1	0.31%
黛	3980		17	2	0.0003021%	661469	99.90%	2	0.61%
鼕	3981		18	2	0.0003021%	661471	99.90%	1	0.31%
齋	3982		17	2	0.0003021%	661473	99.90%	2	0.61%
齣	3983		20	2	0.0003021%	661475	99.90%	2	0.61%
龔	3984		22	2	0.0003021%	661477	99.90%	1	0.31%
丕	3985		5	1	0.000151%	661478	99.90%	1	0.31%
亘	3986		6	1	0.000151%	661479	99.90%	1	0.31%
丞	3987		6	1	0.000151%	661480	99.90%	1	0.31%
丰	3988		4	1	0.000151%	661481	99.90%	1	0.31%
亳	3989		10	1	0.000151%	661482	99.90%	1	0.31%
仕	3990		5	1	0.000151%	661483	99.90%	1	0.31%
仞	3991		5	1	0.000151%	661484	99.90%	1	0.31%
伕	3992		6	1	0.000151%	661485	99.90%	1	0.31%
伋	3993		6	1	0.000151%	661486	99.90%	1	0.31%
伢	3994		6	1	0.000151%	661487	99.90%	1	0.31%
伺	3995		7	1	0.000151%	661488	99.90%	1	0.31%
体	3996		7	1	0.000151%	661489	99.90%	1	0.31%
侃	3997		8	1	0.000151%	661490	99.90%	1	0.31%
俟	3998		9	1	0.000151%	661491	99.90%	1	0.31%
俸	3999		10	1	0.000151%	661492	99.90%	1	0.31%
倩	4000		10	1	0.000151%	661493	99.90%	1	0.31%
偃	4001		11	1	0.000151%	661494	99.90%	1	0.31%
偌	4002		11	1	0.000151%	661495	99.90%	1	0.31%
偈	4003		11	1	0.000151%	661496	99.90%	1	0.31%
倕	4004		11	1	0.000151%	661497	99.90%	1	0.31%
傋	4005		12	1	0.000151%	661498	99.90%	1	0.31%
傭	4006		13	1	0.000151%	661499	99.90%	1	0.31%
僇	4007		13	1	0.000151%	661500	99.90%	1	0.31%
僮	4008		14	1	0.000151%	661501	99.90%	1	0.31%
僥	4009		14	1	0.000151%	661502	99.90%	1	0.31%
僖	4010		14	1	0.000151%	661503	99.90%	1	0.31%
儆	4011		15	1	0.000151%	661504	99.90%	1	0.31%
儋	4012		15	1	0.000151%	661505	99.91%	1	0.31%
儔	4013		16	1	0.000151%	661506	99.91%	1	0.31%
